user_id,product,site_version,time,banner_clicked
6d86c03b337052614bb9030569b0c26f,sneakers,mobile,2019-05-03 08:39:20,0
31d3888e340ef90004475b6e6c64bbb6,clothes,mobile,2019-05-17 19:54:04,0
279b138f0e6f7f35259172490018ceb4,sneakers,mobile,2019-03-04 05:05:36,0
6bf3da3d5763a555a90e1ff2a4c9d1ac,clothes,mobile,2019-01-04 17:59:15,0
4f70d23457304e72b764a720392f000d,sneakers,mobile,2019-02-19 09:42:54,0
aa19ec58e7c0cc26e3de0ba3f8542880,clothes,mobile,2019-02-08 22:34:37,1
e7768f50be8aeb21b131285e4aca0dac,clothes,mobile,2019-04-20 17:36:08,0
236fcf31ef33014874705b69a2b7b7ad,clothes,desktop,2019-02-15 07:06:13,0
dbd3c329fff679f98df398484983eca1,sneakers,mobile,2019-04-02 07:26:57,0
f44d2edf99fe8a5ab71f61bc099a8017,clothes,mobile,2019-01-19 08:58:52,0
8ea66656985f801d30a7bd3e0ca25c8b,clothes,mobile,2019-04-09 12:01:18,0
0c6cd6596317c615cc91cad0a2c84653,sneakers,mobile,2019-03-02 04:00:39,0
eb568f311f7ddccac2824e3b7d528fc0,clothes,mobile,2019-03-15 06:59:38,0
013d8965d4c81401c0bc6abb8ebab4ff,clothes,mobile,2019-03-21 12:16:28,0
180a6496e3b67ef84815bd34ad235939,sneakers,mobile,2019-03-23 21:13:59,0
4c34a1b2e7151b1f89da2c4fe457d430,sneakers,mobile,2019-04-02 11:53:59,0
bc11440899f1ff7d63f1ea615497cb76,clothes,desktop,2019-04-05 22:25:28,0
9b4b011f9c665b11ace7558bce84abcb,clothes,mobile,2019-05-12 12:03:30,1
ac8beaf8d005bc7cb6a6b456f580d25f,clothes,mobile,2019-04-27 19:10:45,1
6973124dcbf7d265ee96f447dab84935,sneakers,mobile,2019-02-04 08:53:46,0
9dca119e4343f5f48bb96ddfbe4f8403,sneakers,mobile,2019-02-10 10:47:46,0
1a0dcc276461ce39975e7e58886aa346,clothes,mobile,2019-04-25 14:22:42,0
bf89324b0f1c401eed4aca340ae6d4f8,clothes,mobile,2019-05-21 14:18:25,0
744b3f65172426eff304f971dff26d34,clothes,desktop,2019-02-15 16:55:51,0
64187728186878a092a5b414a0f1fac4,sneakers,mobile,2019-03-28 16:08:32,0
0a58b81950aa374adf5898f5e98df546,sneakers,mobile,2019-03-19 07:03:06,1
e826e53c884b33ba79956c90aea498f8,sneakers,mobile,2019-03-22 09:37:37,0
198dcbaf0c925d06819fa2e7cb871f99,sneakers,mobile,2019-03-18 08:22:56,0
cc2ed4a2899d15e943b45a6add2e209c,clothes,mobile,2019-04-20 20:25:23,0
243c7efb8d312834dc9b762e5313db29,clothes,desktop,2019-04-10 14:15:44,1
a84adb66af5eba977e22652281c2c676,clothes,mobile,2019-05-23 09:55:32,0
694feb95efad0c55f873c0a2e022ce1a,clothes,mobile,2019-02-22 17:30:14,0
3b3a7c06df8787e570ff097f5e22dffc,sneakers,desktop,2019-05-13 08:44:09,0
07e577357613cbfff34c63d405aefccc,clothes,desktop,2019-03-27 21:52:25,0
6bddce056651c45c4f2da11e720d746a,clothes,mobile,2019-03-07 05:49:21,0
cf81b3c60225b6c562c9800812692aff,sneakers,mobile,2019-02-26 20:03:50,0
bdf2fe5490c1f7e12459ab09620b4b1f,clothes,desktop,2019-03-28 10:06:28,0
11d7bef799e71b47a5acaaf194d9e89d,clothes,mobile,2019-05-13 11:46:17,0
1cedf591d8c37920883d3b528e2946c7,sneakers,desktop,2019-02-16 19:39:48,0
18049a7f7bf59839204962b0537aaa53,sneakers,mobile,2019-05-01 12:32:39,0
90a4c2839941a4fd8907a0b79e58873c,sneakers,mobile,2019-01-09 12:19:11,1
5826ab5dc532728bc54a74ac0b11087a,sneakers,mobile,2019-03-06 19:39:37,0
1ac99dea0436b51962ec492c48c5e0b3,sneakers,mobile,2019-05-21 17:17:46,0
b327d78aeeca452ff918ad6750418606,sneakers,mobile,2019-04-24 16:09:05,0
75eb6dc97a561aed193db16fd0a891f3,clothes,mobile,2019-01-20 23:26:42,0
ce0391dec264dea270ef6f3e73e3b8ec,clothes,desktop,2019-04-02 09:14:41,1
50d3c0a3bd662f567b4b612c3f549c27,clothes,mobile,2019-01-13 08:37:02,0
19fb94666a886b94e1571aebaf4db5be,sneakers,mobile,2019-02-07 08:06:29,0
da263fa08440fdfcfb5f4cb298645f2e,sneakers,desktop,2019-01-15 10:09:04,0
d6affad2f155a3017ab94334acc847f2,clothes,mobile,2019-05-18 11:01:58,1
63991b0bc4970929c532ba221a295399,sneakers,mobile,2019-04-08 08:57:49,1
dfc50066dce9942b83d7200790a5d77a,sneakers,mobile,2019-02-03 14:36:12,0
98056cb0e25d771dd37ba08b84d9a959,clothes,mobile,2019-03-29 10:22:30,0
c88426ca6fa2cc9b252be25f6e22f59e,clothes,mobile,2019-05-10 12:05:18,0
0833d9591b6d8421a04bb8d058ccc268,clothes,mobile,2019-04-18 10:19:27,1
a7cfd86ae7eed1527b4e09acf6bb22fa,clothes,desktop,2019-02-05 13:22:49,0
a5da2f17f903094a5ebd300f77a384ee,sneakers,mobile,2019-02-22 16:06:51,0
5ddb0a0b563700ee5aadede90e3133ba,clothes,mobile,2019-02-09 08:16:32,0
22adc0afd9481c8e9a33222a19204036,sneakers,desktop,2019-04-01 15:14:16,0
963803a43f8b96cea35fb5d815ced5ca,sneakers,mobile,2019-01-12 07:22:48,0
fdaf2806e8dfa64853cd0990eb9d564f,sneakers,desktop,2019-04-27 18:28:48,0
5ffa3d6f8985b53f64882f907331bdee,clothes,mobile,2019-05-14 23:17:06,0
04d60b7ad7864248bcc02bb0985483f9,clothes,mobile,2019-01-17 12:20:44,1
291d04502a4b1aed67913f0bcc7c29eb,sneakers,mobile,2019-01-15 10:00:57,1
2075acd7ecb8c7c00117258d2466e4fb,clothes,mobile,2019-04-15 10:53:21,0
315c987f9e524347185210f2cd257efe,sneakers,desktop,2019-01-12 16:44:28,0
ff983531240e1448fde3de5d13d4044f,sneakers,mobile,2019-05-09 17:39:46,0
e7638e1301f2098046800c7fd3410f82,sneakers,desktop,2019-05-23 07:29:15,0
97609adacbb8eeb778edca009d79f6f3,clothes,desktop,2019-05-13 10:43:03,0
ae4b8ffef165efc7a28dfb235a8766c0,sneakers,desktop,2019-03-19 07:38:55,0
f39535a04e58cb747941d0e1dda62670,sneakers,mobile,2019-01-17 07:50:38,0
c4d60993f8301004ba1ca0d3c7329f0d,sneakers,mobile,2019-03-27 06:45:08,0
1696ebaaaad8c3323b6beb34c532d2ca,clothes,desktop,2019-04-29 14:06:44,0
04ed9ab7e48dd34bd3c081c27061047d,clothes,mobile,2019-05-02 12:57:15,0
f1552bd67d0904be1627706380d6d6ab,sneakers,mobile,2019-03-14 07:36:34,0
ac4383e6b109fb5da4d3a25c3e8c796b,sneakers,mobile,2019-04-08 05:53:37,0
ce62dc7be34f0b258b0cef4f13c578cd,sneakers,mobile,2019-04-05 09:50:45,1
f7b4e4d89c024c507bfc00611b96af0b,clothes,mobile,2019-02-19 17:43:55,0
f2a537b1ad592503f8e399b513bf2961,sneakers,mobile,2019-03-21 09:41:40,0
5600735a97f96e9ace0be8cc58ceef00,sneakers,desktop,2019-01-12 14:01:32,0
d81a97f2e7dd8de5a5dccee83ee08ea5,clothes,desktop,2019-04-02 03:33:28,0
64525ef203918486f1a92429f08cd832,sneakers,mobile,2019-03-03 06:22:53,0
10b7e4c259c2c9d6a9f001b04e86d1c7,clothes,desktop,2019-05-24 05:53:00,0
e9039cd9983fcccbd0abfa161f93b550,clothes,desktop,2019-04-15 11:29:57,0
bd9adaed52b6a2e20299bdf94a592498,clothes,desktop,2019-05-12 10:44:23,1
4d00fd73af855376f85b48313362bf61,sneakers,desktop,2019-01-20 06:24:17,0
155aada16d101268876b7d92de81cf8d,sneakers,mobile,2019-05-26 12:13:25,0
d690bb766ecc6bf886348cc792284027,clothes,mobile,2019-01-02 19:19:52,0
23166450ede7a51f796d780db73d1d80,clothes,mobile,2019-02-01 16:00:07,0
23e09780ebb8f5453159f86900b6484d,clothes,mobile,2019-01-18 15:52:44,0
1ea19616352f128cefb4306701755f8d,sneakers,mobile,2019-05-06 18:26:16,0
fe2dc82d0e6efbf738e646cb13be5536,clothes,mobile,2019-03-09 13:36:45,0
b32d9450791a30fe1a077425ea445ad9,clothes,desktop,2019-03-05 08:08:41,0
6d92ed311cc1ec8624a7438bf2099475,sneakers,mobile,2019-04-18 08:33:20,0
f46272eff01c1b5a593fde6f7db27b29,clothes,desktop,2019-04-25 20:02:08,0
f75c41129a614eebd7d54ff1e312916b,sneakers,mobile,2019-04-13 10:38:02,0
0476ccae0605f7120950419d3ed09793,sneakers,desktop,2019-01-20 06:05:17,0
c11facc50918735f17212cf54f5629d9,clothes,mobile,2019-04-05 06:35:37,1
3cc339978d572d4e509a59f80d458261,sneakers,mobile,2019-05-04 13:27:45,0
4d0f1950c49896b555ab896cca126c33,sneakers,mobile,2019-05-06 08:49:57,0
8bc91ab14791d73c7ff6ab96a2e289a7,sneakers,mobile,2019-04-10 13:25:31,0
a6bd90903bfd401609c9ae84d21a52e0,clothes,mobile,2019-05-17 22:03:47,0
7af449881b768477777ba2d46986df97,clothes,desktop,2019-04-26 08:11:51,0
962f8cf3cb040e9c167cd6092cad5446,sneakers,desktop,2019-01-13 10:12:42,0
af30602509b77b94d8d9de5fc5ed7fa5,clothes,mobile,2019-05-14 08:38:14,0
7a19ea6135e4bf3b71252842aaba3717,sneakers,mobile,2019-03-12 08:20:29,1
eae42648adadc7ca40074d6d762ecddd,clothes,mobile,2019-05-16 08:19:14,0
f208e39b82a763be19eb25f85c3632f2,clothes,mobile,2019-05-05 12:08:03,0
1a1f7ecd0141a566e4b5881e2408823f,clothes,mobile,2019-01-11 16:37:05,1
83b47f1f404c42f22353e8c0d3b1aa5c,clothes,mobile,2019-03-22 16:53:34,0
36b6368b731c76285e7cdd136f2b1874,sneakers,desktop,2019-03-22 11:38:03,0
7404eef1acb760fb6fd27fe0cc9e8708,sneakers,desktop,2019-04-12 09:14:07,0
d45ec6981fe764b728cd6a70d24d7cc0,clothes,mobile,2019-05-19 20:17:55,0
0ec5db662c65345b5fd9f237a1ee1bc1,sneakers,desktop,2019-02-21 17:20:21,0
5cf550b6ac33d537ae5148714b2a4cbf,clothes,mobile,2019-03-30 16:54:09,0
bd0748902c9c841bffff6ad3f88d7743,sneakers,mobile,2019-04-25 09:46:48,1
e26f679eabf7cb9f4d4255ac82134dc0,clothes,mobile,2019-04-02 15:24:26,0
9c7e0572b8f63a554e88288857cba21c,sneakers,mobile,2019-04-08 12:43:06,0
d4c94da26506b051dd78982988323e88,sneakers,mobile,2019-04-17 15:31:32,1
c30d235abce19f6eed883f2aba8ad571,sneakers,mobile,2019-03-27 11:49:06,0
d905a983e0f625e7c28b19a47a999cd5,clothes,mobile,2019-05-29 21:24:45,0
6205beb4730e910135b899c799e7046d,sneakers,desktop,2019-04-05 07:28:13,0
4a7ebc956eed3c1449ca8a3eae6a09eb,clothes,mobile,2019-02-22 19:03:07,0
509ef9781230f13a4e6d8fdc278c8fd7,sneakers,mobile,2019-05-19 12:02:55,1
bbb0c2d3accf5d514d25592589b64081,clothes,desktop,2019-05-12 19:17:30,1
9d632cd0b145c9ed9e518bea5fdf5e1e,clothes,mobile,2019-04-11 05:45:50,0
8eae8d8cae81aaba0e4b2e068c8b7bfc,sneakers,mobile,2019-01-16 19:27:48,0
32fd2527218e7fd480f44f369223b797,sneakers,desktop,2019-03-22 04:28:56,0
1bc5cb61942a90da37dc2527d9db8b4c,sneakers,mobile,2019-04-02 11:50:58,0
5a231d341924b31ff9f55cab0df2f760,clothes,desktop,2019-01-02 19:10:23,0
b3cefcd6ddc85ea3ff61772b34421a8f,sneakers,desktop,2019-03-08 21:43:15,0
980880980f92b91a50ba0ab1b84a985b,sneakers,desktop,2019-04-10 07:47:58,0
449e438126136caa7971d05152d3ed49,sneakers,mobile,2019-02-23 17:58:56,0
b1c686dee77924ae96b3e6e8dd21d660,clothes,mobile,2019-03-31 19:10:05,0
87d4efd33893ecac8ac055e9c1d964bd,sneakers,mobile,2019-01-19 06:42:18,0
b9047091a9279c979023c31463cfb7de,clothes,mobile,2019-03-22 09:07:19,0
aaeb97b615c85badf6d2258ca46067ae,clothes,desktop,2019-02-09 08:59:59,1
32b134fd21d9485e649c90776e424578,sneakers,desktop,2019-01-12 17:52:30,0
7ef96a84efd56dbdd1902c43e908bfef,sneakers,desktop,2019-05-05 10:34:35,0
b450ef38a1ba149c4eb2b29ff755d85d,sneakers,mobile,2019-02-28 20:44:03,0
2d67730a5162c53c5511f4a014ddec8f,clothes,desktop,2019-01-03 20:14:37,0
26bc2eebc7f823f59dd83abe895d1b1e,clothes,mobile,2019-05-01 14:12:57,0
ff959107555db554e2fdf78fbd6c9cf0,clothes,mobile,2019-04-17 07:21:03,0
565b75be0e999d92c9f44054598849f8,clothes,mobile,2019-02-09 21:06:31,0
5ec878974e0a61be993b3bd5bf77b4cd,sneakers,mobile,2019-04-23 16:35:03,0
13ce1d6a87ef701ec0d42fe6e1674262,sneakers,mobile,2019-03-14 12:49:42,0
c5edecba932be172443e31880a6d4d67,clothes,mobile,2019-05-09 06:25:29,0
c81a496a634e86893ccf3e1de1e2ebe4,sneakers,desktop,2019-04-28 23:27:44,0
193a5cc78c2f090c626e5fafcefb19bf,sneakers,mobile,2019-03-22 05:55:44,0
54c007d8741c67c92308a1af5a337ae5,clothes,mobile,2019-04-24 11:10:04,0
34703f29bd0b3e3371170bf2434e7a17,sneakers,desktop,2019-01-22 12:14:11,0
1c6d2749aa47572232cb6ef89a4b079b,sneakers,mobile,2019-05-04 06:23:06,1
9374ac48c36dafff642132feecd94849,sneakers,mobile,2019-02-20 08:44:59,0
a1594b29f4bd36b5bffaa1a49387e78b,sneakers,desktop,2019-03-02 15:08:22,0
40950cec28c60d4f600d392eb5f473cb,sneakers,desktop,2019-05-01 04:25:01,0
2de59d1e371bea3cacb0f5d12ac21756,clothes,mobile,2019-05-17 08:28:30,0
6704e965157537ea8d54e82b4ab69fbb,sneakers,mobile,2019-01-31 15:04:38,0
1f5b333025c2de2f2bb07e32d72c99d7,sneakers,mobile,2019-01-11 10:23:29,0
31897f32755455396a61c644a42761bf,clothes,mobile,2019-05-01 07:36:04,1
517960763f6c3071c1850bf105084c35,sneakers,desktop,2019-01-16 05:53:57,0
ea1581b6c7917b3dd1e09962d96f555d,sneakers,mobile,2019-05-21 13:16:22,0
eff533bf1d1fa89cea7718a72daa391d,sneakers,mobile,2019-03-11 15:01:48,0
7d67a9c99e6a0614e923168bba602123,sneakers,mobile,2019-05-24 16:04:14,0
abc1a82a49b081665c3ccc23f46080ae,sneakers,mobile,2019-05-14 17:35:57,0
a18ad7a9a88a438b6f8bca0fc7ae1ecb,clothes,mobile,2019-03-30 05:28:03,0
5e919d3dd3c97275ddf142ef5d9a1021,clothes,mobile,2019-02-13 10:24:43,0
57744337c75cfd48b532f869fd59606d,clothes,mobile,2019-03-05 17:37:36,0
3b1f0f33f5c986a8ed3538e4406508ec,clothes,desktop,2019-05-20 19:59:17,0
50a66b77b640f05021b34494ad2f645b,sneakers,mobile,2019-04-20 13:15:46,1
d4fc7b02dc6e8d803331b558c380e397,sneakers,mobile,2019-02-04 11:58:32,0
dd014044fe014aea3a658deb5b39fafa,clothes,desktop,2019-03-23 10:06:34,0
5290df187ed2ceadd1ba0cbb1974c827,sneakers,desktop,2019-04-17 09:00:51,1
f857833ff975a32d434bc06de4616105,clothes,desktop,2019-05-01 14:24:40,0
88beb7fd0290020faa88a7594fa37c24,clothes,mobile,2019-01-19 12:26:17,1
3c44e89dc6096a99c19885b890b72090,clothes,mobile,2019-02-12 19:31:28,0
517f69584f1831d734c3784f1af9921c,clothes,desktop,2019-02-13 15:39:27,0
274c39fe24ad87d787c0ebd2cc01af48,clothes,desktop,2019-05-31 17:29:58,0
03383637d1db6a3604508d668f4a12d1,clothes,desktop,2019-03-16 05:24:23,0
a7eb0345218d374bc2496f780245f9ed,sneakers,mobile,2019-03-27 08:38:19,0
4074fcfd30fc42081a809aa59b7732b1,sneakers,desktop,2019-04-20 21:49:03,0
00cccc038b7bdedc3f1e10a5fa31114e,clothes,mobile,2019-03-27 15:44:44,0
21bd7262eb9a7d59e660f2ddd404b246,sneakers,mobile,2019-02-11 09:02:12,0
551ece05c28e95021461cfa852d878ef,sneakers,desktop,2019-05-16 11:00:48,0
94cf53e87117294272cba2dd6fbb0953,sneakers,mobile,2019-03-30 07:45:51,0
3fbb8120a596af82f6cff0e55a25eb4c,sneakers,mobile,2019-05-25 14:36:57,0
537de305e941fccdbba5627e3eefbb24,sneakers,mobile,2019-02-05 10:52:58,0
17575d602a5664cf11a240aca4df3565,clothes,mobile,2019-01-25 20:41:03,1
f64eff4beade00f0654d7a2a21004c29,clothes,mobile,2019-04-05 13:17:48,0
130607e40c955e7e595c5f689e4fa73f,clothes,mobile,2019-05-20 21:49:48,0
e049474e1d64d070105af4d7ae9ca363,clothes,desktop,2019-05-05 09:00:22,0
71da3c341f704fed51d14f671d1c04ab,clothes,mobile,2019-04-04 02:42:57,0
8a73638766a12875ef2532eda25acb23,sneakers,mobile,2019-04-05 18:53:59,0
3551e12218ca5528641f559fc3c2e9cd,sneakers,mobile,2019-04-24 09:26:39,0
ccf48fa20af5a1780096bb98bd5f4398,sneakers,mobile,2019-03-05 18:51:08,0
5fead0a63c70bc2e02b64683499d5148,sneakers,mobile,2019-05-24 14:08:38,0
f40fbb60c11dd59c77ac444e5f6bc319,sneakers,mobile,2019-01-16 11:41:43,0
b25b54b3dc52e081af8f77151a6c84a0,sneakers,desktop,2019-02-08 08:51:58,0
116f34fbce2bd2a276f90ebfa94d2542,clothes,mobile,2019-05-15 11:52:40,0
acb489fb3be518a77930e567fd6d92c3,clothes,mobile,2019-04-07 10:53:45,0
855f9253238d78db219cb1f239d5bfd9,sneakers,desktop,2019-04-05 16:14:45,0
5fb5244402a2141ae1e45a2dab4854bd,clothes,mobile,2019-03-29 07:00:41,0
bc10872ff8d63510b1fb274133ae7195,clothes,mobile,2019-04-14 09:37:49,0
35cb764986b7eab606756542b209056e,clothes,mobile,2019-05-17 16:25:40,0
e2ed79f47d8ff4dff3a07d55b5a90d29,sneakers,mobile,2019-01-18 19:47:58,1
0c2959d8315cef0f8d97012bab33e7e7,sneakers,mobile,2019-05-10 06:23:14,0
0eeb7d1aea382e53a34b7ab480854e78,sneakers,mobile,2019-05-21 18:12:50,0
a114c3610102ba55671fbb970c574084,clothes,mobile,2019-01-28 13:55:57,0
07c71883f96e2de504aac50a3304b936,sneakers,mobile,2019-04-29 15:29:19,0
11a08e00aaa24900c2f3706c85f9528c,sneakers,mobile,2019-04-29 16:18:27,0
79a4d2ca743d2fde874b9e9bc055ce9c,sneakers,mobile,2019-02-26 13:07:27,0
86e791b6fe652e9730a09088a6084048,clothes,desktop,2019-05-12 20:27:49,0
8bd44f1d261bd1445411002d9a4ac3de,sneakers,mobile,2019-01-19 17:13:06,0
f68006d615f0dc0845f5385215309a0e,clothes,desktop,2019-01-27 09:03:14,0
b7b365701d7f98996dac4abc0c7ede1d,sneakers,mobile,2019-03-27 20:57:25,0
d55502170f287e244e250459cceb6b37,sneakers,mobile,2019-02-18 17:00:38,0
db238578687b6347b4a699a8e8172c0a,clothes,mobile,2019-01-04 20:43:28,0
8e4bc8be383ef7d3246b340a4d2749ae,clothes,mobile,2019-02-12 21:19:26,1
b52df11048db805a59340c602e13bb45,sneakers,mobile,2019-05-01 10:09:21,0
1350d8094f9a38c781e25ff74a1a6e2f,sneakers,mobile,2019-01-04 10:26:35,0
515b543c1d77240e74c9abb27721fc99,clothes,mobile,2019-04-26 02:18:22,1
d3660363ed44e2d0229b51d27a03c68f,clothes,mobile,2019-01-22 12:48:55,0
d8842f21321766dbbc7429a4576501d3,clothes,mobile,2019-02-19 18:59:52,1
dd0b3052093eb48f567abadb916aae92,sneakers,mobile,2019-01-22 14:43:17,0
025967a3c53711dc29a78cbecc908ecd,sneakers,mobile,2019-05-16 09:11:26,0
b0f3a6fb0d1d2bfff3ab3ce0f340d4c8,sneakers,mobile,2019-03-17 12:32:47,0
42807cff21f8532a5fdb005b777b4eef,sneakers,mobile,2019-02-18 22:13:04,0
8384a3030e7ea80f35329292d007059c,sneakers,mobile,2019-05-15 13:03:50,1
9259d40b364f637ac3ccdfaea45ddcb2,clothes,mobile,2019-02-22 01:31:27,0
8f2731c00b941cfef15fcf8d4ad8cdcc,clothes,desktop,2019-05-24 17:01:54,0
ba26711a2a19355c322935cc97b8e8a6,clothes,desktop,2019-05-18 22:23:40,0
e6206f01a41c5a614db48f921dd1da77,sneakers,mobile,2019-03-23 04:28:57,0
75e72dcb9175f2a2a1ce6e3b767ffd81,sneakers,desktop,2019-05-06 10:57:58,0
4374ed6e6117ce2c07f290ccab7fa704,clothes,mobile,2019-03-21 04:51:09,0
ad1b2951938934ec1b3f678e4b656005,clothes,mobile,2019-03-31 15:54:03,0
a8c84b5b55ceddafb9bb3cb40d48ae69,clothes,mobile,2019-04-30 22:36:02,0
30c9cc91c820b8e8379348e882ae0440,clothes,mobile,2019-01-23 23:12:54,0
e95bbf00499762fc83afe9af0e600588,sneakers,mobile,2019-05-11 09:48:10,0
125d96025e47d07aada89ada7b093982,clothes,mobile,2019-01-31 17:19:11,1
249df80f40bd946fc6eafb8bb5eb47dd,clothes,mobile,2019-04-15 19:59:44,0
6a1708278075de6138c471b99bef21e1,clothes,mobile,2019-02-01 11:32:06,0
e3508c48f8e45d9ccc052b37985f65db,clothes,mobile,2019-05-01 13:53:30,1
fc25c85c3a692befaaa9088ffe0a64ec,sneakers,mobile,2019-03-27 21:08:02,0
41fbb260d9583fcf42aa6044216cc513,clothes,mobile,2019-04-12 20:00:37,1
0dfa671138a38c39f870fc962a665346,sneakers,mobile,2019-04-07 07:54:39,0
185e48a43c7f63acf74b1bd58827b510,sneakers,mobile,2019-01-16 06:51:38,0
344c1bf143f065f3399fc893f12d9fac,clothes,mobile,2019-01-24 18:07:08,0
c2f778acc453ccfc82c5299350bc18d1,clothes,mobile,2019-05-18 18:48:54,0
9406bb6adf39f1389375ecf680d1fb98,clothes,mobile,2019-01-21 08:25:52,1
99c1e5e1566b5a356e1cce72bd2aae8d,clothes,mobile,2019-04-14 14:09:42,0
46de93ce3afb4d24afa10c7d5e11ff3f,clothes,mobile,2019-03-03 16:44:41,0
206adf8034ebaa7e5d9cd643e14b3925,clothes,mobile,2019-03-02 07:07:07,0
672c6fd8c7cc3329605dc3c6ba6a734d,sneakers,mobile,2019-02-25 07:33:55,0
26da5acd5f466cf57d118aa138fa7cb9,clothes,desktop,2019-02-06 12:35:53,1
0be093cfa20970a5379b809158802ddc,clothes,mobile,2019-05-18 12:22:51,1
c290cfbc3de9446da403d67041adb733,clothes,desktop,2019-03-27 07:04:02,0
4a2870c98901d62aa82708bc4ee37136,sneakers,mobile,2019-03-20 10:03:19,0
f18f02257b395b020535b4898c1fd541,sneakers,mobile,2019-01-23 07:04:33,0
61c940559969210106a0284a8e58969a,clothes,mobile,2019-04-05 13:45:10,0
85ab776e5d3e2fdad88c5ceebe5a62e2,sneakers,mobile,2019-03-06 16:56:27,0
2a9bcbadf7683af59579a3f825c92c6d,clothes,mobile,2019-05-03 08:05:39,0
30004e90dc43728905c8695719ff4dae,clothes,mobile,2019-05-11 18:49:59,0
8f2ba3ff8a6d2495fe60b675925e9dd0,clothes,mobile,2019-02-26 11:43:42,0
ca2d7a1d3e6526fe22816911a5083a97,clothes,desktop,2019-05-05 08:18:48,0
d5f4e2ded9091d09544f78d3f92ad88d,clothes,mobile,2019-04-11 13:16:24,0
31c0e695a51adff6be8a915cfdf1b777,sneakers,mobile,2019-03-24 04:09:48,1
5cb12538f562369d1de05c976d0c19de,sneakers,mobile,2019-04-05 09:05:44,1
a5c9aa8f9ecd352e4b4f621fe7083ad7,sneakers,mobile,2019-05-12 14:14:22,1
597d68d5f2fe4c3778e0291587d0147a,clothes,mobile,2019-01-09 19:00:38,0
05a3aef2bca3fa3bcecfa23849f5fdc1,sneakers,mobile,2019-03-11 15:53:40,0
1f4dabd8adb1237dc162b3714f2f622b,clothes,mobile,2019-05-14 07:13:08,0
15ee37498e01bf4f8fbc2459c57277ee,clothes,mobile,2019-04-08 06:57:55,0
cd34306d59d658b945990f89e4b59a30,clothes,desktop,2019-05-11 10:36:07,0
45deb72fd9131db09b439d940cb52a87,sneakers,mobile,2019-03-31 08:42:53,1
98fc1260cf8cc4c6058aac6132a05ed7,clothes,desktop,2019-05-02 07:14:52,0
bcc6e07400e3748dca844577a55c079e,clothes,mobile,2019-05-12 06:08:56,0
388e4e7f458a93a9a77c696065beca35,clothes,mobile,2019-03-31 17:33:38,0
e12c588e8a69ee3d971614b99d4ddcf6,sneakers,mobile,2019-05-20 08:27:49,0
aaf1d06825b87f8dce03a93a2a5e7cfa,sneakers,mobile,2019-03-09 11:16:22,0
0b21c85ccc2d69b15c2ac38390fa3037,clothes,mobile,2019-04-12 19:22:13,1
d78db059756a0a4c69a1c3ae2d2cf3f1,clothes,desktop,2019-03-26 10:56:40,0
8e37b1189b18eb6cde812b35a137fc15,sneakers,mobile,2019-03-05 05:50:11,0
306ff177446e9ee61e61dbb50f5828f6,clothes,mobile,2019-05-04 08:42:17,0
05f6b9e335509f820aac8e87fb04ceb2,sneakers,desktop,2019-01-05 17:28:01,0
d3f75e78414b1eeb12969ce6a5371ee3,clothes,mobile,2019-01-31 08:07:37,1
f50bc04af8c87d872cfd85759a24d31f,clothes,mobile,2019-03-25 06:45:49,0
8853539d6265c7b735972b62caa83f94,clothes,mobile,2019-03-15 21:34:20,1
